Hole Depth,True Vertical Depth,Rate Of Penetration,Convertible Torque,YYYY/MM/DD,HH:MM:SS,Memos
10.00,14.8,405.46,683,2021/10/08,13:12:39,Smart Alarms: On,HOLE DEPTH HAS BEEN CHANGED TO .00 FEET TOTAL STROKES HAS BEEN RESET TO ZERO,Smart Alarms: Off,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling WHILE ON BOTTOM ZDIFF FROM Rig Display Drilling WHILE ON BOTTOM
20.00,24.8,92.00,2089,2021/10/08,13:20:42,
30.00,34.8,91.97,1736,2021/10/08,13:28:49,MW IN 8.4,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
40.00,44.8,137.41,2101,2021/10/08,13:43:59,
50.00,54.8,137.38,2567,2021/10/08,13:48:31,
60.00,64.0,146.48,2480,2021/10/08,13:52:34,
70.00,-999.25,-999.25,-999.25,2021/10/08,13:52:34,HOLE DEPTH CHANGED TO 270.0 FEET,BIT DEPTH CHANGED TO 267.0 FEET,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
80.00,84.8,175.04,2269,2021/10/08,14:01:50,
90.00,94.8,213.69,2336,2021/10/08,14:04:56,
100.00,104.8,213.99,3542,2021/10/08,14:07:50,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
110.00,114.8,214.19,2628,2021/10/08,14:18:30,
120.00,124.8,277.00,2998,2021/10/08,14:20:56,
130.00,134.8,305.88,3609,2021/10/08,14:23:02,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
140.00,144.8,305.53,2907,2021/10/08,14:32:18,
150.00,154.8,335.64,3251,2021/10/08,14:34:17,
160.00,164.8,360.93,3497,2021/10/08,14:36:02,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PUMPING SWEEP
170.00,174.8,362.05,2967,2021/10/08,14:45:56,
180.00,184.8,435.06,3687,2021/10/08,14:47:27,
190.00,194.8,467.85,5067,2021/10/08,14:48:53,
200.00,204.8,459.25,3601,2021/10/08,14:57:55,
210.00,214.8,544.64,5274,2021/10/08,14:59:05,
220.00,224.8,563.06,5051,2021/10/08,15:06:51,
230.00,234.8,453.27,4116,2021/10/08,15:08:35,
240.00,244.8,553.49,4900,2021/10/08,15:09:44,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
250.00,254.8,564.38,5230,2021/10/08,15:17:05,MW IN 8.5
260.00,264.8,538.25,4008,2021/10/08,15:18:31,
270.00,274.8,608.95,5713,2021/10/08,15:19:32,
280.00,284.8,611.32,4484,2021/10/08,15:26:31,
290.00,294.8,545.55,5143,2021/10/08,15:27:45,
300.00,304.8,549.19,5467,2021/10/08,15:28:51,PUMPING SWEEP
310.00,314.8,544.51,4448,2021/10/08,15:36:46,
320.00,324.8,519.56,4961,2021/10/08,15:38:03,
330.00,334.8,579.99,4775,2021/10/08,15:39:07,IN TALLY: HOLE DEPTH SET TO 1114.2
340.00,344.8,581.65,3114,2021/10/08,15:50:16,
350.00,354.8,439.25,3751,2021/10/08,15:53:27,
360.00,364.8,579.90,6155,2021/10/08,15:54:32,
370.00,374.8,580.25,3082,2021/10/08,16:05:13,
380.00,384.8,413.31,2612,2021/10/08,16:08:50,
390.00,394.8,503.80,5331,2021/10/08,16:10:32,
400.00,404.8,456.50,2801,2021/10/08,16:22:20,PUMPING SWEEP
410.00,414.7,455.27,4768,2021/10/08,16:25:06,
420.00,424.7,457.11,5860,2021/10/08,16:26:31,MW IN 8.5,IN TALLY: HOLE DEPTH SET TO 1396.3
430.00,434.7,152.99,2420,2021/10/08,16:39:05,
440.00,444.7,442.75,6204,2021/10/08,16:40:41,
450.00,454.6,385.41,5151,2021/10/08,16:50:12,
460.00,464.6,183.34,1886,2021/10/08,16:55:50,
470.00,474.6,460.64,6523,2021/10/08,16:57:21,
480.00,484.5,402.13,5962,2021/10/08,17:06:02,
490.00,494.5,271.43,3058,2021/10/08,17:11:45,
500.00,504.4,438.12,5858,2021/10/08,17:13:17,PUMPING SWEEP
510.00,514.4,450.73,5757,2021/10/08,17:22:02,
520.00,524.3,274.69,3053,2021/10/08,17:28:15,
530.00,534.3,336.23,6175,2021/10/08,17:30:25,PUMPING SWEEP,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
540.00,544.2,360.27,4620,2021/10/08,17:40:34,
550.00,554.2,359.49,2921,2021/10/08,17:51:55,
560.00,564.1,486.89,8361,2021/10/08,17:53:20,ZWOB FROM Rig Display Drilling WHILE ON BOTTOM
570.00,574.0,377.77,3521,2021/10/08,18:24:25,
580.00,583.9,297.11,4331,2021/10/08,18:26:44,
590.00,593.9,344.70,5134,2021/10/08,18:28:42,
600.00,603.8,372.34,5727,2021/10/08,18:38:42,PUMPING SWEEP
610.00,613.7,164.13,2465,2021/10/08,18:44:59,
620.00,623.6,374.03,7253,2021/10/08,18:51:22,
630.00,633.5,367.14,5910,2021/10/08,18:54:05,
640.00,643.3,433.56,8115,2021/10/08,18:55:30,
650.00,653.2,433.12,7963,2021/10/08,19:02:48,
660.00,663.1,82.14,2138,2021/10/08,19:12:31,
670.00,672.9,368.35,7919,2021/10/08,19:14:27,
680.00,682.8,369.56,7099,2021/10/08,19:21:34,
690.00,692.6,497.01,5657,2021/10/08,19:22:54,PUMPING SWEEP
700.00,702.5,504.34,8732,2021/10/08,19:24:25,
710.00,712.3,376.22,4947,2021/10/08,19:31:18,
720.00,722.2,413.60,7352,2021/10/08,19:32:48,
730.00,732.0,444.75,8311,2021/10/08,19:34:10,
740.00,741.9,445.45,8279,2021/10/08,19:41:35,
750.00,751.8,341.89,9657,2021/10/08,19:43:25,
760.00,761.6,342.87,8863,2021/10/08,19:45:16,PUMPING SWEEP
770.00,771.5,339.95,4490,2021/10/08,19:58:25,
780.00,781.3,366.42,5624,2021/10/08,20:05:10,
790.00,791.2,366.50,8810,2021/10/08,20:07:20,ZWOB FROM Rig Display Drilling
800.00,801.0,311.46,7995,2021/10/08,20:16:35,
810.00,810.8,269.07,7535,2021/10/08,20:19:17,
820.00,820.7,264.09,7838,2021/10/08,20:21:41,ZWOB FROM Rig Display Drilling
830.00,830.5,260.43,6525,2021/10/08,20:29:24,
840.00,840.4,260.48,6654,2021/10/08,20:32:56,
850.00,850.3,214.84,6222,2021/10/08,20:40:21,
860.00,860.1,253.95,7574,2021/10/08,20:43:40,
870.00,870.0,214.75,7162,2021/10/08,20:46:28,
880.00,879.8,246.40,6732,2021/10/08,20:54:53,
890.00,889.7,219.85,6525,2021/10/08,20:57:49,
900.00,899.5,243.47,6634,2021/10/08,21:00:57,
910.00,909.4,221.47,5654,2021/10/08,21:08:55,PUMPING SWEEP,PUMPING SWEEP,BIT DEPTH CHANGED TO 1276.0 FEET,BIT DEPTH CHANGED TO 3007.0 FEET,CASING VALVE CLOSED,BIT DEPTH CHANGED TO 0.0 FEET,CHECK C.O.M,11,12,BIT DEPTH CHANGED TO 2103.1 FEET,INSTALL AGITATOR,FILL PIPE,PVT: Flow 1 high-low alarm has been enabled,PVT: Flow 1 pumps off alarm has been enabled,PVT: Alarms unmuted PVT: Volume Alarm snooze Stopped,PULL TRIP NIPPLE INSTALL ROTATING HEAD,BIT DEPTH CHANGED TO 2853.8 FEET,ZWOB FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling,OUT 9.0,IN 9.1 DIESEL 2 SEC/QT,PVT: Volume Alarm snooze Started,IN 9.1,PVT: Volume Alarm snooze Expired,OUT 9.0,OUT 9.0,IN 9.1,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,XFER F/FRAC T/ACT,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,OUT 8.9,IN 8.8,M.W IN/OUT 8.8,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Alarms muted,PVT: Volume Alarm snooze Stopped,PVT: Alarms unmuted,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired
920.00,912.0,222.04,4944,2021/10/10,11:40:24,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling,IN 8.9
930.00,-999.25,96.49,4212,2021/10/10,11:55:55,OUT 8.9
940.00,-999.25,121.74,4907,2021/10/10,12:01:43,
950.00,-999.25,121.89,5814,2021/10/10,12:11:43,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
960.00,-999.25,127.57,4748,2021/10/10,12:28:04,
970.00,-999.25,137.43,7347,2021/10/10,12:32:52,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
980.00,-999.25,138.21,5626,2021/10/10,12:43:56,
990.00,-999.25,181.38,5463,2021/10/10,12:47:53,
1000.00,-999.25,183.39,5917,2021/10/10,12:51:11,ZWOB FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling
1010.00,-999.25,183.82,5803,2021/10/10,13:00:37,IN 8.9/ OUT 8.9 DIESEL 2 SEC/QT
1020.00,-999.25,198.90,6184,2021/10/10,13:04:13,
1030.00,-999.25,202.93,6175,2021/10/10,13:07:15,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,NOV XFERRING TO ACTIVE
1040.00,-999.25,203.73,5136,2021/10/10,13:16:19,PUMPING SWEEP
1050.00,-999.25,219.62,5641,2021/10/10,13:19:29,
1060.00,-999.25,263.17,6201,2021/10/10,13:21:54,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
1070.00,-999.25,274.76,6325,2021/10/10,13:29:32,DIESEL 1 SEC/QT
1080.00,-999.25,270.79,7136,2021/10/10,13:31:55,
1090.00,-999.25,273.53,8124,2021/10/10,13:34:21,ZDIFF FROM Rig Display Drilling
1100.00,-999.25,251.04,6607,2021/10/10,13:42:34,
1110.00,-999.25,247.93,7340,2021/10/10,13:45:19,
1120.00,-999.25,225.10,7018,2021/10/10,13:48:15,
1130.00,-999.25,213.26,5986,2021/10/10,13:57:46,
1140.00,-999.25,220.78,7088,2021/10/10,14:00:37,
1150.00,-999.25,260.14,7151,2021/10/10,14:03:02,ZWOB FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling,IN 8.9+/ OUT 8.9
1160.00,-999.25,263.19,5334,2021/10/10,14:15:53,
1170.00,-999.25,290.37,9163,2021/10/10,14:18:08,ZDIFF FROM Rig Display Drilling
1180.00,-999.25,303.52,7706,2021/10/10,14:25:23,
1190.00,-999.25,243.73,7586,2021/10/10,14:27:58,
1200.00,-999.25,259.78,8198,2021/10/10,14:30:25,PUMPING SWEEP,IN TALLY: HOLE DEPTH SET TO 3977.7
1210.00,-999.25,259.00,8297,2021/10/10,14:38:13,
1220.00,-999.25,238.73,9029,2021/10/10,14:41:00,
1230.00,-999.25,253.08,8691,2021/10/10,14:43:24,PVT: Volume Alarm snooze Started,ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
1240.00,-999.25,259.99,7652,2021/10/10,14:51:20,
1250.00,-999.25,289.88,9075,2021/10/10,14:53:35,
1260.00,-999.25,305.51,9357,2021/10/10,14:55:39,ZDIFF FROM Rig Display Drilling
1270.00,-999.25,287.59,7020,2021/10/10,15:05:10,
1280.00,-999.25,274.66,8542,2021/10/10,15:09:38,
1290.00,-999.25,274.47,9558,2021/10/10,15:12:25,ZDIFF FROM Rig Display Drilling
1300.00,-999.25,241.54,8788,2021/10/10,15:19:46,
1310.00,-999.25,243.80,8783,2021/10/10,15:22:22,
1320.00,-999.25,276.23,9267,2021/10/10,15:24:41,PVT: Volume Alarm snooze Started,PUMPING SWEEP,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,IN 9.0,OUT 9.0
1330.00,-999.25,276.32,8905,2021/10/10,15:44:09,
1340.00,-999.25,198.96,8839,2021/10/10,15:47:19,
1350.00,-999.25,214.39,9070,2021/10/10,15:50:11,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
1360.00,-999.25,212.12,7030,2021/10/10,16:05:46,
1370.00,-999.25,188.57,9592,2021/10/10,16:09:15,RIG SERVICE,PUMP RECOVERY FLUID T/SHAKERS,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
1380.00,-999.25,191.31,8615,2021/10/10,17:00:57,
1390.00,-999.25,153.04,8963,2021/10/10,17:05:53,
1400.00,-999.25,168.46,9933,2021/10/10,17:09:30,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
1410.00,-999.25,153.21,9541,2021/10/10,17:18:33,
1420.00,-999.25,168.26,7561,2021/10/10,17:31:24,
1430.00,-999.25,168.41,9316,2021/10/10,17:46:21,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
1440.00,-999.25,138.41,8232,2021/10/10,17:55:50,
1450.00,-999.25,158.83,13297,2021/10/10,18:00:13,
1460.00,-999.25,159.23,11112,2021/10/10,18:04:00,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
1470.00,-999.25,221.03,9890,2021/10/10,18:17:34,
1480.00,-999.25,245.37,10772,2021/10/10,18:20:10,
